"mean_mse","std_mse","mean_pcc","std_pcc","mean_r2","std_r2","mean_ktc","std_ktc"
0.303205662965775,0.00583336206054097,0.752984947799227,0.00793738587756823,0.312386129892748,0.0428032849738066,0.522201355206467,0.0124501911049674
