,data,encoding,regressor,mse,pcc,r2,ktc
57,3,CTDC,RF,0.4357744834027948,0.5951473264327911,0.35008409427570286,0.40616766515010283
58,3,CTDC,DT,0.8377445781593185,0.39830852758112456,-0.2494158033956626,0.29512777110055105
59,3,CTDC,KNN,0.4990041812057685,0.5239325590668219,0.25578305582249605,0.3590618238903923
60,3,CTDT,SVM,0.5085560277191392,0.49449668778254835,0.241537391575242,0.35394225119041534
61,3,CTDT,RF,0.4416053402233606,0.5920705911273788,0.34138792977773713,0.4071242187152515
62,3,CTDT,DT,0.7009623499438037,0.4604893028002693,-0.04541821032065774,0.30186453377648975
63,3,CTDT,KNN,0.5062043986216084,0.5283357093439146,0.24504462114709546,0.3191470321615275
64,4,CTDD,SVM,0.5108731577992717,0.48204194626236546,0.22764786263281422,0.3207689426722808
65,4,CTDD,RF,0.3739152516598331,0.664777290615632,0.43470460445069614,0.4239219833894348
66,4,CTDD,DT,0.7737125908657183,0.36930966120868397,-0.16972004525991635,0.23438774719059477
67,4,CTDD,KNN,0.4365821950562243,0.604278261406092,0.3399629901467234,0.3990514504010129
68,4,QSOrder,SVM,0.45563038346248497,0.5594500627061987,0.31116541328454506,0.3982365397603356
69,4,QSOrder,RF,0.38440679919325366,0.6578109207981766,0.4188431933782619,0.45001869321929105
70,4,QSOrder,DT,0.6561760450941201,0.47404064755933956,0.007974948026691964,0.32608025855281253
71,4,QSOrder,KNN,0.47262556884718626,0.5553376520933159,0.2854716230424219,0.35969781708669424
72,4,CTDC,SVM,0.5444600306610332,0.42529265377175274,0.17687030141975502,0.2909844025523036
73,4,CTDC,RF,0.4576433026557209,0.5586686820348932,0.30812222650225174,0.3697268570046199
74,4,CTDC,DT,0.7573303395277926,0.3999311465272265,-0.1449529056234573,0.2735889956646894
75,4,CTDC,KNN,0.5234674626401562,0.4777890630092276,0.2086074450379385,0.3208332537045176
76,4,CTDT,SVM,0.5459448344131205,0.4257311044515147,0.17462553413459259,0.31363079011466405
77,4,CTDT,RF,0.4410254119204007,0.5848305588809571,0.33324561228209715,0.3893792529831518
78,4,CTDT,DT,0.8451094785828628,0.3714231057099994,-0.2776598302884501,0.2564554226754998
79,4,CTDT,KNN,0.5536109816523667,0.46322614422709196,0.16303564119304603,0.3033099254998506
