"mean_mse","std_mse","mean_pcc","std_pcc","mean_r2","std_r2","mean_ktc","std_ktc"
0.266353946924209,0.0140654568952571,0.795461277317608,0.0121196752286251,0.494265676984073,0.0533123050243857,0.57966804520636,0.0103790633533649
