,target_value,predict_value
257,-0.5774918,-1.5751404
258,-1.69897,-1.7143284
259,-1.8102404,-1.4908715
260,-3.0,-3.0487456
261,-0.60206,-1.143338
262,-0.55396897,-0.45665264
263,-1.4503969,-1.7326924
264,-1.30103,-1.2978889
265,-1.39794,-1.3664693
266,-0.39794,-0.3169313
267,1.8675977,0.5469497
268,-1.0791812,-1.20195
269,-0.7781513,-1.2509042
270,-0.968483,-1.0240703
271,-2.0,-2.0100193
272,-1.30103,-2.0107074
273,-0.526158,-0.31542546
274,-1.4103264,-1.9107625
275,-0.3934238,-0.1188018
276,-0.60206,-1.119346
277,-0.0,-0.82843935
278,-0.30103,-0.49334088
279,-0.5391441,-1.0626042
280,-1.30103,-1.9733726
281,-1.8063288,-1.7868007
282,-0.90309,-1.4124564
283,-2.0,-1.7341686
284,-2.20412,-1.8649174
285,-3.39794,-2.5705986
286,-2.10721,-1.4949751
287,-1.7742463,-1.7087613
288,-1.901879,-1.9235057
289,-1.1307139,-1.0515718
290,-1.90309,-1.6590674
291,-0.97357434,-0.3599299
292,-0.17609125,-0.23279381
293,-0.39794,-0.6269595
294,-1.50515,-1.472603
295,-0.4250212,-0.97984153
296,-3.1185954,-2.8343582
297,-0.29598787,-1.1290342
298,-1.3792018,-1.522484
299,-0.78996605,-0.9012954
300,-1.2068259,-1.6589593
301,0.44970217,-1.5565146
302,-3.39794,-3.0575333
303,-1.69897,-1.4343122
304,-1.39794,-1.7050484
305,-0.64881444,-0.5943612
306,-0.50514996,-1.314743
307,-0.8372727,-0.7556937
308,-1.5564415,-1.4271231
309,-1.69897,-1.3937129
310,-2.30103,-1.160503
311,-1.6532125,-0.3983021
312,-1.2888352,-1.09108
313,-1.79588,-1.9166223
314,-0.30103,-0.490835
315,-1.488727,-1.3489908
316,-1.3149792,-1.0025656
317,-0.90309,-0.8670932
318,-1.4578828,-1.9757522
319,0.15490197,-0.82657003
320,-0.47712126,-0.8617689
321,-2.199481,-1.5019984
322,-0.30103,-0.03523675
323,0.14542846,-0.40191716
324,0.15490197,-0.7466135
325,-0.38699844,-1.5780431
326,-1.69897,-1.6247951
327,1.2394664,0.12885411
328,-0.90309,-0.9591914
329,0.52287877,0.26741266
330,-1.3758178,-1.4202427
331,-2.091954,-1.8933367
332,-0.85859305,-0.48064604
333,-0.49485,-0.4753507
334,-1.1896607,-1.577588
335,-1.7570038,-1.1505533
336,-0.0,-0.42430365
337,-1.3222193,-1.7579066
338,-1.39794,-1.4057611
339,-2.0622027,-1.645598
340,0.41736856,0.050534055
341,-0.3861824,-1.0741568
342,0.001143789,-0.6260028
343,-0.30148238,-1.0454493
344,-1.1001123,-1.1856986
345,-0.60206,-0.6597481
346,-1.168353,-1.3554088
347,-1.20412,-0.6645253
348,-1.39794,-1.6071202
349,-0.21970597,-1.042115
350,-1.1097473,-0.87976795
351,-1.2883966,-1.3306509
352,-1.7078539,-1.7287766
353,-0.79934055,-0.16941679
354,-0.4659621,-0.78134906
355,-1.0,-1.503664
356,-1.39794,-1.6352706
357,-1.6025296,-1.5977
358,-1.4093695,-1.2667776
359,-1.6900188,-1.6295986
360,-1.9015118,-1.9589859
361,-0.7623965,-1.0093063
362,-1.2636244,-1.1400033
363,-2.70927,-2.5933805
364,-0.3846828,-0.6641284
365,-1.1760913,-0.36581185
366,-1.6695875,-1.6548742
367,-1.9822712,-1.1424198
368,-0.90309,-0.93833923
369,-0.60206,-0.8307569
370,-1.2994232,-1.0282093
371,-1.2552725,-1.5014147
372,-0.0,-0.6056541
373,-0.9817793,-0.64309925
374,0.15490197,-0.9616944
375,-0.60206,-0.66425014
376,-1.4754426,-1.4452914
377,-0.69897,-1.3127664
378,-0.6707096,-0.92270136
379,-2.10721,-1.5659446
380,-0.908485,-1.5359145
381,-0.38021123,-1.5428392
382,-1.20412,-1.276277
383,-1.2388821,-1.6020166
384,-2.39794,-1.5616941
385,-0.75539625,-0.8417927
386,-1.5223855,-1.413066
387,-0.67875206,-1.2722285
388,-1.4695843,-1.7839377
389,-2.3755314,-2.1247206
390,-0.39794,-0.8152244
391,-2.0,-1.8171008
392,1.5803137,0.887089
393,0.026872147,-0.6427152
394,-2.10721,-1.7678735
395,-1.5100756,-1.4275333
396,-0.36116245,-1.3984059
397,-0.60206,-0.37247998
398,-1.7750793,-1.4602638
399,-0.6463086,-1.5617278
400,-1.146128,-1.133418
401,-1.6000957,-1.287347
402,-0.9542425,-0.8498738
403,1.2076083,0.8868357
