,data,encoding,regressor,mse,pcc,r2,ktc
61,3,CTDT,RF,0.35766712273222,0.703458822638644,0.489710861016965,0.499505975349503
62,3,CTDT,DT,0.763691661604746,0.489704217489385,-0.0895705410993963,0.349314732876318
63,3,CTDT,KNN,0.391902434119019,0.675273722221071,0.440866820119571,0.44819303216973
64,4,CTDD,SVM,0.452222440675847,0.659216631753509,0.428777017018559,0.436920707916752
65,4,CTDD,RF,0.359347689816955,0.743738865323169,0.546091390338883,0.521730743003849
66,4,CTDD,DT,0.71311923937714,0.53549362146581,0.0992262601349876,0.34357003099833
67,4,CTDD,KNN,0.490079264371167,0.636873585704886,0.380958320261438,0.405807831520899
68,4,QSOrder,SVM,0.399424507434224,0.706363430741924,0.495468517061019,0.48064356945599
69,4,QSOrder,RF,0.36742805940306,0.738027815397783,0.535884703533007,0.512665946921347
70,4,QSOrder,DT,0.730543244828993,0.5414418993398,0.077217196730665,0.363188873871022
71,4,QSOrder,KNN,0.480448698718551,0.646431595462865,0.393123131082557,0.431134821104265
72,4,CTDC,SVM,0.479593216335232,0.629889020518008,0.394203730263254,0.389837547127571
73,4,CTDC,RF,0.414339903491197,0.691158256782083,0.476628193667779,0.453293458245742
74,4,CTDC,DT,0.731267438502792,0.535097313764907,0.0763024343628677,0.360838086149736
75,4,CTDC,KNN,0.468562664952599,0.64801988024571,0.408136927508621,0.407482646292831
76,4,CTDT,SVM,0.430957954815869,0.676948279139836,0.455637168023781,0.445187678937519
77,4,CTDT,RF,0.420928716060161,0.690109195205769,0.468305561194422,0.460386085284248
78,4,CTDT,DT,0.835836334302499,0.456629576027888,-0.0557833517748438,0.305697360932114
79,4,CTDT,KNN,0.458870910944172,0.655545706592051,0.420379028158784,0.43211926050981
